epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,197.498,0.78214,0.41472,1.20884,0,0,0,0,2.40695,7.57923,2.46602,0.00153272,0.00153272,0.00153272
120,199.106,0.69089,0.32864,1.06321,0.99717,1,0.995,0.67481,1.21005,0.48904,1.63802,0.00152876,0.00152876,0.00152876
121,200.704,0.76243,0.3968,1.10791,0.99792,1,0.995,0.69109,1.07048,0.40852,1.60602,0.0015248,0.0015248,0.0015248
122,203.166,0.64269,0.35459,1.12691,0.88037,1,0.96308,0.66781,1.02258,0.4931,1.58331,0.00152084,0.00152084,0.00152084
123,204.768,0.68651,0.35124,1.15453,0.99487,1,0.995,0.71948,1.05011,0.40621,1.59226,0.00151688,0.00151688,0.00151688
124,207.088,0.8209,0.38608,1.14623,0.9955,1,0.995,0.68737,1.10631,0.4121,1.63058,0.00151292,0.00151292,0.00151292
125,208.688,0.75918,0.38247,1.16501,0.9923,0.86667,0.97187,0.6422,1.15708,0.56656,1.5826,0.00150896,0.00150896,0.00150896
126,210.283,0.62624,0.37719,1.11324,0.85691,0.39931,0.47475,0.30354,1.53156,2.23835,1.78675,0.001505,0.001505,0.001505
127,211.897,0.76501,0.35473,1.13759,0.82881,0.16214,0.17251,0.12201,2.35305,3.47796,2.21528,0.00150104,0.00150104,0.00150104
128,213.497,0.79283,0.36808,1.13881,1,0.77475,0.83011,0.54007,1.15206,1.22609,1.623,0.00149708,0.00149708,0.00149708
129,215.255,0.76178,0.38371,1.1285,0.99637,1,0.995,0.65501,1.12566,0.73452,1.60576,0.00149312,0.00149312,0.00149312
130,216.875,0.87353,0.38235,1.21421,0.98827,1,0.995,0.67888,1.0725,0.57498,1.58831,0.00148916,0.00148916,0.00148916
131,218.478,0.73799,0.36891,1.05874,0.9939,1,0.995,0.67402,1.07324,0.44689,1.5762,0.0014852,0.0014852,0.0014852
132,220.078,0.76697,0.37097,1.13232,0.87989,0.97697,0.98492,0.63145,1.18962,0.62034,1.55848,0.00148124,0.00148124,0.00148124
133,221.669,0.82736,0.41005,1.16453,0.76058,0.9,0.85287,0.53232,1.23894,0.79283,1.56713,0.00147728,0.00147728,0.00147728
134,223.266,0.66383,0.34645,1.07734,1,0.99081,0.995,0.70566,1.01054,0.42987,1.52743,0.00147332,0.00147332,0.00147332
135,225.031,0.65024,0.37147,1.17074,0.98837,0.96667,0.99227,0.64025,1.19416,0.46958,1.61926,0.00146936,0.00146936,0.00146936
136,226.653,0.91295,0.46235,1.2009,0.98819,0.73333,0.84841,0.49513,1.42499,0.96391,1.69246,0.0014654,0.0014654,0.0014654
137,228.236,0.69422,0.37414,1.11136,1,0.99948,0.995,0.6776,1.11314,0.39559,1.59266,0.00146144,0.00146144,0.00146144
138,229.841,0.76264,0.37324,1.17203,0.99194,1,0.995,0.69852,1.04633,0.50519,1.57627,0.00145748,0.00145748,0.00145748
139,231.495,0.67284,0.37577,1.11969,0.99262,1,0.995,0.6912,1.05826,0.49016,1.57514,0.00145352,0.00145352,0.00145352
140,233.091,0.73095,0.35319,1.12164,0.99619,1,0.995,0.6882,1.09695,0.49531,1.58079,0.00144956,0.00144956,0.00144956
141,234.69,0.71318,0.33932,1.14031,0.74611,1,0.80044,0.53765,1.02295,0.57377,1.51836,0.0014456,0.0014456,0.0014456
142,236.44,0.58921,0.32645,1.03592,0.97953,1,0.995,0.6905,1.09753,0.57113,1.59469,0.00144164,0.00144164,0.00144164
143,238.047,0.68731,0.35141,1.16954,0.98215,1,0.995,0.69041,1.10634,0.48506,1.60607,0.00143768,0.00143768,0.00143768
144,239.646,0.76994,0.38151,1.15938,0.98051,1,0.995,0.69679,1.09951,0.44932,1.59986,0.00143372,0.00143372,0.00143372
145,241.252,0.63904,0.31595,1.15274,0.98827,1,0.995,0.68668,1.10187,0.43188,1.57684,0.00142976,0.00142976,0.00142976
146,242.848,0.82047,0.35091,1.14319,0.97943,1,0.995,0.69203,1.07103,0.46223,1.46954,0.0014258,0.0014258,0.0014258
147,244.443,0.70247,0.33179,1.08527,0.97037,0.96667,0.99403,0.69353,1.04311,0.47735,1.49599,0.00142184,0.00142184,0.00142184
148,246.203,0.67961,0.34959,1.14702,0.96463,0.96667,0.99312,0.73194,0.99568,0.4433,1.48131,0.00141788,0.00141788,0.00141788
149,248.521,0.60603,0.34546,1.07829,0.96366,0.96667,0.99212,0.70347,1.02447,0.44146,1.4872,0.00141392,0.00141392,0.00141392
150,250.118,0.65482,0.36466,1.11404,0.99794,0.96667,0.98643,0.70611,1.04492,0.49272,1.5552,0.00140996,0.00140996,0.00140996
151,251.729,0.62055,0.34493,1.0801,1,0.99853,0.995,0.75079,0.99847,0.37036,1.51134,0.001406,0.001406,0.001406
152,254.015,0.8031,0.38502,1.15531,0.9981,1,0.995,0.74974,0.93482,0.33826,1.47673,0.00140204,0.00140204,0.00140204
153,255.771,0.6559,0.37299,1.0854,0.7489,1,0.77262,0.53724,0.9976,0.53994,1.54907,0.00139808,0.00139808,0.00139808
154,257.392,0.62818,0.31049,1.04478,0.87524,1,0.87794,0.59559,1.0735,0.53065,1.64208,0.00139412,0.00139412,0.00139412
155,258.989,0.53667,0.31792,1.03822,0.99383,1,0.995,0.66677,1.08759,0.44837,1.64265,0.00139016,0.00139016,0.00139016
156,260.573,0.60034,0.32052,1.09255,0.9958,1,0.995,0.73539,1.03612,0.38252,1.52456,0.0013862,0.0013862,0.0013862
157,262.177,0.54607,0.30818,1.08668,0.96172,0.93333,0.98728,0.70277,1.09819,0.51479,1.52259,0.00138224,0.00138224,0.00138224
158,263.782,0.67342,0.35321,1.14461,1,0.96614,0.98868,0.70234,1.08343,0.45015,1.52845,0.00137828,0.00137828,0.00137828
159,265.54,0.65423,0.36195,1.11556,0.9271,0.96667,0.9806,0.69803,1.04849,0.51692,1.50407,0.00137432,0.00137432,0.00137432
160,267.135,0.74868,0.35734,1.2343,0.95455,0.66667,0.81148,0.55428,1.22465,1.74451,1.55656,0.00137036,0.00137036,0.00137036
161,268.734,0.77991,0.40626,1.19795,1,0.29898,0.46628,0.26509,1.48608,3.31838,1.83277,0.0013664,0.0013664,0.0013664
162,270.335,0.67049,0.3403,1.17194,0.60251,0.45507,0.5264,0.29715,1.48661,2.50819,1.82144,0.00136244,0.00136244,0.00136244
163,271.938,0.82086,0.37586,1.1701,0.6983,0.5403,0.63079,0.39642,1.2939,1.77429,1.62078,0.00135848,0.00135848,0.00135848
164,273.551,0.61758,0.31812,1.0784,0.99636,1,0.995,0.68145,1.13845,0.42703,1.64887,0.00135452,0.00135452,0.00135452
165,275.288,0.64794,0.34558,1.09947,0.9977,1,0.995,0.71608,1.10338,0.40121,1.63885,0.00135056,0.00135056,0.00135056
166,276.901,0.59206,0.32324,1.09254,0.99396,1,0.995,0.73128,1.00616,0.37832,1.5272,0.0013466,0.0013466,0.0013466
167,278.517,0.7572,0.39384,1.12944,0.96766,0.99737,0.99403,0.69032,0.98717,0.41663,1.46382,0.00134264,0.00134264,0.00134264
168,280.121,0.71254,0.40972,1.13246,0.96702,0.97763,0.99403,0.67049,1.02037,0.42384,1.53025,0.00133868,0.00133868,0.00133868
169,281.847,0.54868,0.32646,0.97312,0.99444,1,0.995,0.71354,1.01314,0.39521,1.55613,0.00133472,0.00133472,0.00133472
170,283.59,0.64143,0.34119,1.09191,0.99662,1,0.995,0.69189,1.05615,0.40635,1.53519,0.00133076,0.00133076,0.00133076
171,285.334,0.65541,0.36223,1.11495,0.99698,1,0.995,0.70242,1.06418,0.39565,1.53805,0.0013268,0.0013268,0.0013268
