epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,311.919,0.80144,0.42296,1.2808,0.99811,1,0.995,0.70625,1.07476,0.39855,1.53446,0.0008021,0.0008021,0.0008021
123,314.338,0.63903,0.35912,1.11607,0.99737,1,0.995,0.7046,1.04689,0.39241,1.4922,0.0007922,0.0007922,0.0007922
124,316.918,0.84794,0.52619,1.28164,0.99647,1,0.995,0.67285,1.10028,0.41306,1.51341,0.0007823,0.0007823,0.0007823
125,319.338,0.75344,0.42939,1.15362,0.99293,1,0.995,0.67444,1.12236,0.43192,1.55361,0.0007724,0.0007724,0.0007724
126,321.744,0.8049,0.40991,1.25586,0.9981,1,0.995,0.68454,1.09551,0.39031,1.5785,0.0007625,0.0007625,0.0007625
127,324.142,0.70819,0.37172,1.17283,0.99802,1,0.995,0.70857,1.05838,0.38718,1.53363,0.0007526,0.0007526,0.0007526
128,326.548,0.77491,0.38598,1.17033,0.99802,1,0.995,0.71548,1.07041,0.39375,1.49693,0.0007427,0.0007427,0.0007427
129,328.954,0.78377,0.42024,1.20317,0.99812,1,0.995,0.70992,1.08446,0.38844,1.51023,0.0007328,0.0007328,0.0007328
130,331.568,0.81755,0.45846,1.18586,0.99816,1,0.995,0.71455,1.05767,0.38207,1.52377,0.0007229,0.0007229,0.0007229
131,333.979,0.80168,0.42953,1.21006,0.99813,1,0.995,0.72614,1.05949,0.38733,1.50804,0.000713,0.000713,0.000713
132,336.404,0.70885,0.41155,1.18967,0.99742,1,0.995,0.70013,1.05426,0.38601,1.52575,0.0007031,0.0007031,0.0007031
133,338.837,0.92154,0.44261,1.2778,0.99737,1,0.995,0.70254,1.05813,0.40281,1.51787,0.0006932,0.0006932,0.0006932
134,341.041,0.70004,0.38167,1.142,0.99721,1,0.995,0.72216,0.97806,0.41634,1.46142,0.0006833,0.0006833,0.0006833
135,343.474,0.68894,0.37096,1.17112,0.99789,1,0.995,0.73798,0.97261,0.37427,1.45477,0.0006734,0.0006734,0.0006734
136,346.091,0.67525,0.37583,1.16028,0.99805,1,0.995,0.71376,1.0113,0.36944,1.48227,0.0006635,0.0006635,0.0006635
137,348.53,0.84686,0.43391,1.19384,0.99818,0.96667,0.97329,0.63649,1.12796,0.52977,1.55468,0.0006536,0.0006536,0.0006536
138,350.953,0.79812,0.39309,1.25473,1,0.96443,0.97161,0.61673,1.14487,0.48143,1.59908,0.0006437,0.0006437,0.0006437
139,353.373,0.64282,0.37201,1.17208,0.99784,0.86667,0.91768,0.6398,1.13146,0.5802,1.56726,0.0006338,0.0006338,0.0006338
140,355.821,0.73272,0.36926,1.22453,0.99787,0.86667,0.90197,0.654,1.10633,0.56781,1.55388,0.0006239,0.0006239,0.0006239
141,358.234,0.84565,0.4128,1.31216,0.99782,0.86667,0.90443,0.67523,1.07902,0.58197,1.52402,0.000614,0.000614,0.000614
142,360.854,0.91082,0.41808,1.36002,0.99784,0.9,0.91857,0.67294,1.11932,0.57911,1.54793,0.0006041,0.0006041,0.0006041
143,363.265,0.86237,0.40515,1.25212,0.99821,0.9,0.91857,0.64432,1.20763,0.6035,1.60232,0.0005942,0.0005942,0.0005942
144,365.692,0.78669,0.39709,1.20734,0.9984,0.96667,0.97838,0.70569,1.13649,0.46133,1.56471,0.0005843,0.0005843,0.0005843
145,368.09,0.78257,0.41391,1.23819,0.9985,0.96667,0.98131,0.72496,1.12274,0.46754,1.55062,0.0005744,0.0005744,0.0005744
146,370.492,0.66142,0.37535,1.09538,0.99884,1,0.995,0.72459,1.04188,0.36266,1.4923,0.0005645,0.0005645,0.0005645
147,372.909,0.64418,0.32404,1.21708,0.99817,1,0.995,0.74372,1.05862,0.36564,1.51276,0.0005546,0.0005546,0.0005546
148,375.49,0.63259,0.33406,1.09701,0.99815,1,0.995,0.74942,1.03574,0.3549,1.51725,0.0005447,0.0005447,0.0005447
149,377.668,0.64349,0.34784,1.1582,0.99815,1,0.995,0.73657,1.05046,0.36205,1.52333,0.0005348,0.0005348,0.0005348
150,380.086,0.69037,0.35586,1.20928,0.99813,1,0.995,0.72366,1.03397,0.37077,1.49039,0.0005249,0.0005249,0.0005249
151,382.501,0.79782,0.37938,1.21574,0.99804,1,0.995,0.73319,1.03416,0.3649,1.46325,0.000515,0.000515,0.000515
152,384.917,0.62819,0.32875,1.11748,0.99808,1,0.995,0.74366,1.02244,0.34439,1.46071,0.0005051,0.0005051,0.0005051
153,387.347,0.68585,0.3634,1.12032,0.99814,1,0.995,0.75278,1.02099,0.35991,1.45269,0.0004952,0.0004952,0.0004952
154,390.967,0.77315,0.38718,1.20069,0.99804,1,0.995,0.72846,1.08842,0.3829,1.47281,0.0004853,0.0004853,0.0004853
155,393.462,0.57283,0.32325,1.14806,0.99799,1,0.995,0.73992,1.05519,0.37644,1.44846,0.0004754,0.0004754,0.0004754
156,395.943,0.6171,0.31806,1.10258,0.998,1,0.995,0.73509,1.00335,0.361,1.45205,0.0004655,0.0004655,0.0004655
157,398.439,0.62529,0.34265,1.1336,0.99803,1,0.995,0.73937,0.99707,0.34281,1.47339,0.0004556,0.0004556,0.0004556
158,400.896,0.59048,0.36287,1.11762,0.99817,0.96667,0.97911,0.71398,0.99019,0.43132,1.49389,0.0004457,0.0004457,0.0004457
159,403.301,0.67187,0.33205,1.16243,0.99806,0.96667,0.97805,0.72199,1.04839,0.37051,1.54076,0.0004358,0.0004358,0.0004358
160,405.91,0.60819,0.30398,1.13926,0.99795,0.96667,0.97432,0.69827,1.05229,0.35597,1.54914,0.0004259,0.0004259,0.0004259
161,408.311,0.72081,0.3529,1.20973,0.99807,0.96667,0.9766,0.72248,1.03147,0.38347,1.52564,0.000416,0.000416,0.000416
162,410.723,0.62679,0.3853,1.1589,0.99802,0.96667,0.97714,0.73293,1.02888,0.396,1.52827,0.0004061,0.0004061,0.0004061
163,413.129,0.70592,0.37671,1.14115,0.99798,0.96667,0.97611,0.72642,1.02696,0.39617,1.50013,0.0003962,0.0003962,0.0003962
164,415.56,0.57166,0.31277,1.09318,0.99797,0.96667,0.9875,0.73393,1.01018,0.3891,1.47604,0.0003863,0.0003863,0.0003863
